dropout_rate,mean_mse,std_mse
0.0,0.0009225043170662864,0.0003191401221591491
0.1,0.01249479102892138,0.001152867529617913
0.2,0.028145572312659774,0.002678545538660422
0.3,0.053447099243533205,0.004135491331309415
0.4,0.09345664397123507,0.005311847210372849
0.5,0.17092475541236501,0.013968116990869698
